i, t, s
25454, 0.577188, -3770.113090
25455, 0.577211, -2770.276630
25456, 0.577234, -1759.602253
25457, 0.577256, -742.060968
25458, 0.577279, 278.349419
25459, 0.577302, 1297.620011
25460, 0.577324, 2311.746571
25461, 0.577347, 3316.745254
25462, 0.577370, 4308.668251
25463, 0.577392, 5283.619305
25464, 0.577415, 6237.769011
25465, 0.577438, 7167.369854
25466, 0.577460, 8068.770935
25467, 0.577483, 8938.432305
25468, 0.577506, 9772.938866
25469, 0.577528, 10569.013784
25470, 0.577551, 11323.531357
25471, 0.577574, 12033.529284
25472, 0.577596, 12696.220299
25473, 0.577619, 13309.003111
25474, 0.577642, 13869.472615
25475, 0.577664, 14375.429333
25476, 0.577687, 14824.888045
25477, 0.577710, 15216.085578
25478, 0.577732, 15547.487720
25479, 0.577755, 15817.795244
25480, 0.577778, 16025.948996
25481, 0.577800, 16171.134043
25482, 0.577823, 16252.782871
25483, 0.577846, 16270.577596
25484, 0.577868, 16224.451207
25485, 0.577891, 16114.587814
25486, 0.577914, 15941.421915
25487, 0.577937, 15705.636676
25488, 0.577959, 15408.161240
25489, 0.577982, 15050.167061
25490, 0.578005, 14633.063293
25491, 0.578027, 14158.491243
25492, 0.578050, 13628.317914
25493, 0.578073, 13044.628657
25494, 0.578095, 12409.718969
25495, 0.578118, 11726.085469
25496, 0.578141, 10996.416077
25497, 0.578163, 10223.579447
25498, 0.578186, 9410.613690
25499, 0.578209, 8560.714428
25500, 0.578231, 7677.222237
25501, 0.578254, 6763.609510
25502, 0.578277, 5823.466818
25503, 0.578299, 4860.488792
25504, 0.578322, 3878.459605
25505, 0.578345, 2881.238106
25506, 0.578367, 1872.742648
25507, 0.578390, 856.935703
25508, 0.578413, -162.191718
25509, 0.578435, -1180.635737
25510, 0.578458, -2194.395345
25511, 0.578481, -3199.488115
25512, 0.578503, -4191.965850
25513, 0.578526, -5167.930092
25514, 0.578549, -6123.547433
25515, 0.578571, -7055.064576
25516, 0.578594, -7958.823069
25517, 0.578617, -8831.273684
25518, 0.578639, -9668.990344
25519, 0.578662, -10468.683587
25520, 0.578685, -11227.213475
25521, 0.578707, -11941.601929
25522, 0.578730, -12609.044415
25523, 0.578753, -13226.920961
25524, 0.578776, -13792.806435
25525, 0.578798, -14304.480067
25526, 0.578821, -14759.934163
25527, 0.578844, -15157.381983
25528, 0.578866, -15495.264753
25529, 0.578889, -15772.257773
25530, 0.578912, -15987.275614
25531, 0.578934, -16139.476372
25532, 0.578957, -16228.264962
25533, 0.578980, -16253.295446
25534, 0.579002, -16214.472382
25535, 0.579025, -16111.951185
25536, 0.579048, -15946.137508
25537, 0.579070, -15717.685632
25538, 0.579093, -15427.495890
25539, 0.579116, -15076.711118
25540, 0.579138, -14666.712149
25541, 0.579161, -14199.112384
25542, 0.579184, -13675.751440
25543, 0.579206, -13098.687912
25544, 0.579229, -12470.191276
25545, 0.579252, -11792.732968
25546, 0.579274, -11068.976657
25547, 0.579297, -10301.767780
25548, 0.579320, -9494.122351
25549, 0.579342, -8649.215106
25550, 0.579365, -7770.367022
25551, 0.579388, -6861.032266
25552, 0.579410, -5924.784616
25553, 0.579433, -4965.303421
25554, 0.579456, -3986.359134
25555, 0.579478, -2991.798501
25556, 0.579501, -1985.529445
25557, 0.579524, -971.505707
25558, 0.579546, 46.288685
25559, 0.579569, 1063.855071
25560, 0.579592, 2077.195867
25561, 0.579615, 3082.330272
25562, 0.579637, 4075.309904
25563, 0.579660, 5052.234314
25564, 0.579683, 6009.266299
25565, 0.579705, 6942.646984
25566, 0.579728, 7848.710578
25567, 0.579751, 8723.898774
25568, 0.579773, 9564.774723
25569, 0.579796, 10368.036531
25570, 0.579819, 11130.530223
25571, 0.579841, 11849.262128
25572, 0.579864, 12521.410634
25573, 0.579887, 13144.337263
25574, 0.579909, 13715.597027
25575, 0.579932, 14232.948029
25576, 0.579955, 14694.360257
25577, 0.579977, 15098.023552
25578, 0.580000, 15442.354710
25579, 0.580023, 15726.003686
25580, 0.580045, 15947.858894
25581, 0.580068, 16107.051561
25582, 0.580091, 16202.959126
25583, 0.580113, 16235.207680
25584, 0.580136, 16203.673416
25585, 0.580159, 16108.483114
25586, 0.580181, 15950.013624
25587, 0.580204, 15728.890374
25588, 0.580227, 15445.984908
25589, 0.580249, 15102.411444
25590, 0.580272, 14699.522492
25591, 0.580295, 14238.903523
25592, 0.580317, 13722.366735
25593, 0.580340, 13151.943922
25594, 0.580363, 12529.878479
25595, 0.580385, 11858.616586
25596, 0.580408, 11140.797580
25597, 0.580431, 10379.243585
25598, 0.580454, 9576.948411
25599, 0.580476, 8737.065789
25600, 0.580499, 7862.896971
25601, 0.580522, 6957.877758
25602, 0.580544, 6025.564990
25603, 0.580567, 5069.622574
25604, 0.580590, 4093.807079
25605, 0.580612, 3101.952979
25606, 0.580635, 2097.957581
25607, 0.580658, 1085.765715
25608, 0.580680, 69.354233
25609, 0.580703, -947.283619
25610, 0.580726, -1960.153884
25611, 0.580748, -2965.277588
25612, 0.580771, -3958.706372
25613, 0.580794, -4936.537998
25614, 0.580816, -5894.931682
25615, 0.580839, -6830.123177
25616, 0.580862, -7738.439558
25617, 0.580884, -8616.313647
25618, 0.580907, -9460.298024
25619, 0.580930, -10267.078565
25620, 0.580952, -11033.487452
25621, 0.580975, -11756.515616
25622, 0.580998, -12433.324547
25623, 0.581020, -13061.257443
25624, 0.581043, -13637.849634
25625, 0.581066, -14160.838258
25626, 0.581088, -14628.171141
25627, 0.581111, -15038.014853
25628, 0.581134, -15388.761895
25629, 0.581156, -15679.037009
25630, 0.581179, -15907.702567
25631, 0.581202, -16073.863033
25632, 0.581224, -16176.868464
25633, 0.581247, -16216.317061
25634, 0.581270, -16192.056729
25635, 0.581293, -16104.185665
25636, 0.581315, -15953.051963
25637, 0.581338, -15739.252233
25638, 0.581361, -15463.629247
25639, 0.581383, -15127.268616
25640, 0.581406, -14731.494516
25641, 0.581429, -14277.864471
25642, 0.581451, -13768.163230
25643, 0.581474, -13204.395738
25644, 0.581497, -12588.779254
25645, 0.581519, -11923.734629
25646, 0.581542, -11211.876789
25647, 0.581565, -10456.004448
25648, 0.581587, -9659.089110
25649, 0.581610, -8824.263383
25650, 0.581633, -7954.808668
25651, 0.581655, -7054.142261
25652, 0.581678, -6125.803919
25653, 0.581701, -5173.441951
25654, 0.581723, -4200.798880
25655, 0.581746, -3211.696733
25656, 0.581769, -2210.022026
25657, 0.581791, -1199.710492
25658, 0.581814, -184.731614
25659, 0.581837, 830.926967
25660, 0.581859, 1843.275123
25661, 0.581882, 2848.335910
25662, 0.581905, 3842.161194
25663, 0.581927, 4820.847160
25664, 0.581950, 5780.549646
25665, 0.581973, 6717.499243
25666, 0.581995, 7628.016098
25667, 0.582018, 8508.524370
25668, 0.582041, 9355.566270
25669, 0.582063, 10165.815641
25670, 0.582086, 10936.091022
25671, 0.582109, 11663.368133
25672, 0.582132, 12344.791757
25673, 0.582154, 12977.686945
25674, 0.582177, 13559.569516
25675, 0.582200, 14088.155810
25676, 0.582222, 14561.371649
25677, 0.582245, 14977.360477
25678, 0.582268, 15334.490642
25679, 0.582290, 15631.361799
25680, 0.582313, 15866.810397
25681, 0.582336, 16039.914242
25682, 0.582358, 16149.996110
25683, 0.582381, 16196.626392
25684, 0.582404, 16179.624776
25685, 0.582426, 16099.060938
25686, 0.582449, 15955.254265
25687, 0.582472, 15748.772579
25688, 0.582494, 15480.429903
25689, 0.582517, 15151.283251
25690, 0.582540, 14762.628457
25691, 0.582562, 14315.995085
25692, 0.582585, 13813.140399
25693, 0.582608, 13256.042456
25694, 0.582630, 12646.892319
25695, 0.582653, 11988.085447
25696, 0.582676, 11282.212269
25697, 0.582698, 10532.048000
25698, 0.582721, 9740.541731
25699, 0.582744, 8910.804835
25700, 0.582766, 8046.098735
25701, 0.582789, 7149.822087
25702, 0.582812, 6225.497419
25703, 0.582834, 5276.757289
25704, 0.582857, 4307.330008
25705, 0.582880, 3321.024990
25706, 0.582902, 2321.717780
25707, 0.582925, 1313.334828
25708, 0.582948, 299.838064
25709, 0.582971, -714.790677
25710, 0.582993, -1726.565290
25711, 0.583016, -2731.511064
25712, 0.583039, -3725.680296
25713, 0.583061, -4705.167800
25714, 0.583084, -5666.126244
25715, 0.583107, -6604.781263
25716, 0.583129, -7517.446284
25717, 0.583152, -8400.537008
25718, 0.583175, -9250.585480
25719, 0.583197, -10064.253713
25720, 0.583220, -10838.346794
25721, 0.583243, -11569.825429
25722, 0.583265, -12255.817877
25723, 0.583288, -12893.631223
25724, 0.583311, -13480.761948
25725, 0.583333, -14014.905761
25726, 0.583356, -14493.966635
25727, 0.583379, -14916.065039
25728, 0.583401, -15279.545308
25729, 0.583424, -15582.982137
25730, 0.583447, -15825.186174
25731, 0.583469, -16005.208676
25732, 0.583492, -16122.345230
25733, 0.583515, -16176.138507
25734, 0.583537, -16166.380049
25735, 0.583560, -16093.111075
25736, 0.583583, -15956.622308
25737, 0.583605, -15757.452823
25738, 0.583628, -15496.387915
25739, 0.583651, -15174.456008
25740, 0.583673, -14792.924597
25741, 0.583696, -14353.295263
25742, 0.583719, -13857.297761
25743, 0.583741, -13306.883214
25744, 0.583764, -12704.216439
25745, 0.583787, -12051.667433
25746, 0.583810, -11351.802049
25747, 0.583832, -10607.371912
25748, 0.583855, -9821.303600
25749, 0.583878, -8996.687134
25750, 0.583900, -8136.763836
25751, 0.583923, -7244.913588
25752, 0.583946, -6324.641545
25753, 0.583968, -5379.564359
25754, 0.583991, -4413.395971
25755, 0.584014, -3429.933008
25756, 0.584036, -2433.039871
25757, 0.584059, -1426.633545
25758, 0.584082, -414.668213
25759, 0.584104, 598.880285
25760, 0.584127, 1610.030067
25761, 0.584150, 2614.808857
25762, 0.584172, 3609.269587
25763, 0.584195, 4589.505905
25764, 0.584218, 5551.667515
25765, 0.584240, 6491.975307
25766, 0.584263, 7406.736195
25767, 0.584286, 8292.357623
25768, 0.584308, 9145.361676
25769, 0.584331, 9962.398736
25770, 0.584354, 10740.260638
25771, 0.584376, 11475.893262
25772, 0.584399, 12166.408531
25773, 0.584422, 12809.095744
25774, 0.584444, 13401.432221
25775, 0.584467, 13941.093202
25776, 0.584490, 14425.960974
25777, 0.584512, 14854.133178
25778, 0.584535, 15223.930275
25779, 0.584558, 15533.902135
25780, 0.584580, 15782.833720
25781, 0.584603, 15969.749851
25782, 0.584626, 16093.919025
25783, 0.584649, 16154.856277
25784, 0.584671, 16152.325079
25785, 0.584694, 16086.338254
25786, 0.584717, 15957.157912
25787, 0.584739, 15765.294417
25788, 0.584762, 15511.504362
25789, 0.584785, 15196.787591
25790, 0.584807, 14822.383258
25791, 0.584830, 14389.764947
25792, 0.584853, 13900.634877
25793, 0.584875, 13356.917197
25794, 0.584898, 12760.750422
25795, 0.584921, 12114.479023
25796, 0.584943, 11420.644201
25797, 0.584966, 10681.973901
25798, 0.584989, 9901.372083
25799, 0.585011, 9081.907309
25800, 0.585034, 8226.800675
25801, 0.585057, 7339.413154
25802, 0.585079, 6423.232387
25803, 0.585102, 5481.858970
25804, 0.585125, 4518.992309
25805, 0.585147, 3538.416080
25806, 0.585170, 2543.983361
25807, 0.585193, 1539.601491
25808, 0.585215, 529.216719
25809, 0.585238, -483.201304
25810, 0.585261, -1493.675116
25811, 0.585283, -2498.235077
25812, 0.585306, -3492.934958
25813, 0.585329, -4473.867446
25814, 0.585351, -5437.179490
25815, 0.585374, -6379.087439
25816, 0.585397, -7295.891901
25817, 0.585420, -8183.992271
25818, 0.585442, -9039.900876
25819, 0.585465, -9860.256668
25820, 0.585488, -10641.838425
25821, 0.585510, -11381.577395
25822, 0.585533, -12076.569351
25823, 0.585556, -12724.085990
25824, 0.585578, -13321.585640
25825, 0.585601, -13866.723245
25826, 0.585624, -14357.359560
25827, 0.585646, -14791.569553
25828, 0.585669, -15167.649951
25829, 0.585692, -15484.125929
25830, 0.585714, -15739.756887
25831, 0.585737, -15933.541318
25832, 0.585760, -16064.720728
25833, 0.585782, -16132.782607
25834, 0.585805, -16137.462431
25835, 0.585828, -16078.744689
25836, 0.585850, -15956.862934
25837, 0.585873, -15772.298853
25838, 0.585896, -15525.780364
25839, 0.585918, -15218.278744
25840, 0.585941, -14851.004805
25841, 0.585964, -14425.404124
25842, 0.585986, -13943.151352
25843, 0.586009, -13406.143630
25844, 0.586032, -12816.493119
25845, 0.586054, -12176.518697
25846, 0.586077, -11488.736840
25847, 0.586100, -10755.851722
25848, 0.586122, -9980.744590
25849, 0.586145, -9166.462430
25850, 0.586168, -8316.205993
25851, 0.586190, -7433.317214
25852, 0.586213, -6521.266074
25853, 0.586236, -5583.636964
25854, 0.586259, -4624.114597
25855, 0.586281, -3646.469529
25856, 0.586304, -2654.543340
25857, 0.586327, -1652.233543
25858, 0.586349, -643.478266
25859, 0.586372, 367.759222
25860, 0.586395, 1377.506077
25861, 0.586417, 2381.795493
25862, 0.586440, 3376.682284
25863, 0.586463, 4358.258381
25864, 0.586485, 5322.668185
25865, 0.586508, 6266.123712
25866, 0.586531, 7184.919468
25867, 0.586553, 8075.447007
25868, 0.586576, 8934.209099
25869, 0.586599, 9757.833469
25870, 0.586621, 10543.086032
25871, 0.586644, 11286.883600
25872, 0.586667, 11986.305981
25873, 0.586689, 12638.607452
25874, 0.586712, 13241.227527
25875, 0.586735, 13791.801017
25876, 0.586757, 14288.167310
25877, 0.586780, 14728.378847
25878, 0.586803, 15110.708768
25879, 0.586825, 15433.657683
25880, 0.586848, 15695.959554
25881, 0.586871, 15896.586656
25882, 0.586893, 16034.753606
25883, 0.586916, 16109.920437
25884, 0.586939, 16121.794707
25885, 0.586961, 16070.332636
25886, 0.586984, 15955.739271
25887, 0.587007, 15778.467664
25888, 0.587029, 15539.217082
25889, 0.587052, 15238.930254
25890, 0.587075, 14878.789648
25891, 0.587098, 14460.212821
25892, 0.587120, 13984.846836
25893, 0.587143, 13454.561785
25894, 0.587166, 12871.443425
25895, 0.587188, 12237.784981
25896, 0.587211, 11556.078125
25897, 0.587234, 10829.003178
25898, 0.587256, 10059.418571
25899, 0.587279, 9250.349609
25900, 0.587302, 8404.976576
25901, 0.587324, 7526.622237
25902, 0.587347, 6618.738774
25903, 0.587370, 5684.894223
25904, 0.587392, 4728.758446
25905, 0.587415, 3754.088711
25906, 0.587438, 2764.714932
25907, 0.587460, 1764.524609
25908, 0.587483, 757.447565
25909, 0.587506, -252.559502
25910, 0.587528, -1261.528565
25911, 0.587551, -2265.495851
25912, 0.587574, -3260.517419
25913, 0.587596, -4242.684651
25914, 0.587619, -5208.139604
25915, 0.587642, -6153.090167
25916, 0.587664, -7073.824954
25917, 0.587687, -7966.727879
25918, 0.587710, -8828.292362
25919, 0.587732, -9655.135097
25920, 0.587755, -10444.009340
25921, 0.587778, -11191.817653
25922, 0.587800, -11895.624074
25923, 0.587823, -12552.665635
25924, 0.587846, -13160.363216
25925, 0.587868, -13716.331663
25926, 0.587891, -14218.389156
25927, 0.587914, -14664.565765
25928, 0.587937, -15053.111182
25929, 0.587959, -15382.501588
25930, 0.587982, -15651.445628
25931, 0.588005, -15858.889476
25932, 0.588027, -16004.020958
25933, 0.588050, -16086.272742
25934, 0.588073, -16105.324544
25935, 0.588095, -16061.104386
25936, 0.588118, -15953.788858
25937, 0.588141, -15783.802420
25938, 0.588163, -15551.815720
25939, 0.588186, -15258.742949
25940, 0.588209, -14905.738237
25941, 0.588231, -14494.191111
25942, 0.588254, -14025.721021
25943, 0.588277, -13502.170975
25944, 0.588299, -12925.600278
25945, 0.588322, -12298.276440
25946, 0.588345, -11622.666258
25947, 0.588367, -10901.426111
25948, 0.588390, -10137.391520
25949, 0.588413, -9333.565999
25950, 0.588435, -8493.109247
25951, 0.588458, -7619.324729
25952, 0.588481, -6715.646691
25953, 0.588503, -5785.626663
25954, 0.588526, -4832.919500
25955, 0.588549, -3861.269019
25956, 0.588571, -2874.493288
25957, 0.588594, -1876.469625
25958, 0.588617, -871.119356
25959, 0.588639, 137.607584
25960, 0.588662, 1145.748175
25961, 0.588685, 2149.341880
25962, 0.588707, 3144.446205
25963, 0.588730, 4127.152185
25964, 0.588753, 5093.599740
25965, 0.588776, 6039.992839
25966, 0.588798, 6962.614409
25967, 0.588821, 7857.840932
25968, 0.588844, 8722.156678
25969, 0.588866, 9552.167516
25970, 0.588889, 10344.614232
25971, 0.588912, 11096.385340
25972, 0.588934, 11804.529289
25973, 0.588957, 12466.266055
25974, 0.588980, 13078.998056
25975, 0.589002, 13640.320345
25976, 0.589025, 14148.030054
25977, 0.589048, 14600.135033
25978, 0.589070, 14994.861673
25979, 0.589093, 15330.661860
25980, 0.589116, 15606.219047
25981, 0.589138, 15820.453418
25982, 0.589161, 15972.526116
25983, 0.589184, 16061.842529
25984, 0.589206, 16088.054617
25985, 0.589229, 16051.062266
25986, 0.589252, 15951.013669
25987, 0.589274, 15788.304734
25988, 0.589297, 15563.577521
25989, 0.589320, 15277.717699
25990, 0.589342, 14931.851065
25991, 0.589365, 14527.339108
25992, 0.589388, 14065.773643
25993, 0.589410, 13548.970558
25994, 0.589433, 12978.962661
25995, 0.589456, 12357.991687
25996, 0.589478, 11688.499484
25997, 0.589501, 10973.118407
25998, 0.589524, 10214.660972
25999, 0.589546, 9416.108794
26000, 0.589569, 8580.600869
26001, 0.589592, 7711.421237
26002, 0.589615, 6811.986067
26003, 0.589637, 5885.830237
26004, 0.589660, 4936.593439
26005, 0.589683, 3968.005874
26006, 0.589705, 2983.873596
26007, 0.589728, 1988.063555
26008, 0.589751, 984.488403
26009, 0.589773, -22.908880
26010, 0.589796, -1030.170479
26011, 0.589819, -2033.339287
26012, 0.589841, -3028.474460
26013, 0.589864, -4011.666892
26014, 0.589887, -4979.054570
26015, 0.589909, -5926.837751
26016, 0.589932, -6851.293877
26017, 0.589955, -7748.792205
26018, 0.589977, -8615.808061
26019, 0.590000, -9448.936684
26020, 0.590023, -10244.906597
26021, 0.590045, -11000.592451
26022, 0.590068, -11713.027298
26023, 0.590091, -12379.414241
26024, 0.590113, -12997.137412
26025, 0.590136, -13563.772242
26026, 0.590159, -14077.094975
26027, 0.590181, -14535.091399
26028, 0.590204, -14935.964746
26029, 0.590227, -15278.142743
26030, 0.590249, -15560.283776
26031, 0.590272, -15781.282155
26032, 0.590295, -15940.272441
26033, 0.590317, -16036.632841
26034, 0.590340, -16069.987634
26035, 0.590363, -16040.208642
26036, 0.590385, -15947.415716
26037, 0.590408, -15791.976258
26038, 0.590431, -15574.503768
26039, 0.590454, -15295.855416
26040, 0.590476, -14957.128670
26041, 0.590499, -14559.656970
26042, 0.590522, -14105.004481
26043, 0.590544, -13594.959937
26044, 0.590567, -13031.529600
26045, 0.590590, -12416.929375
26046, 0.590612, -11753.576091
26047, 0.590635, -11044.077995
26048, 0.590658, -10291.224504
26049, 0.590680, -9497.975229
26050, 0.590703, -8667.448349
26051, 0.590726, -7802.908347
26052, 0.590748, -6907.753183
26053, 0.590771, -5985.500935
26054, 0.590794, -5039.775978
26055, 0.590816, -4074.294733
26056, 0.590839, -3092.851070
26057, 0.590862, -2099.301396
26058, 0.590884, -1097.549500
26059, 0.590907, -91.531221
26060, 0.590930, 914.801023
26061, 0.590952, 1917.493758
26062, 0.590975, 2912.607988
26063, 0.590998, 3896.234669
26064, 0.591020, 4864.510061
26065, 0.591043, 5813.630913
26066, 0.591066, 6739.869392
26067, 0.591088, 7639.587733
26068, 0.591111, 8509.252520
26069, 0.591134, 9345.448566
26070, 0.591156, 10144.892324
26071, 0.591179, 10904.444779
26072, 0.591202, 11621.123777
26073, 0.591224, 12292.115729
26074, 0.591247, 12914.786660
26075, 0.591270, 13486.692546
26076, 0.591293, 14005.588912
